2025-12-26 10:16:48.849 [main] INFO  c.w.s.SchoolBackgroundServiceSystemApplication - Starting SchoolBackgroundServiceSystemApplication using Java 21.0.2 on 梦中情姬 with PID 25732 (D:\project\JavaWeb\SpringBoot\School_background_service_system\target\classes started by lin_tanoxi in D:\project\JavaWeb\SpringBoot\School_background_service_system)
2025-12-26 10:18:46.342 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:46.342 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:46.342 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:46.343 [http-nio-8081-exec-5] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,
2025-12-26 10:18:47.165 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:47.165 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:47.165 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:47.166 [http-nio-8081-exec-10] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,1
2025-12-26 10:18:47.548 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:47.548 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:47.548 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:47.549 [http-nio-8081-exec-7] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,0
2025-12-26 10:18:48.524 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:48.524 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:48.525 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:48.525 [http-nio-8081-exec-9] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,0
2025-12-26 10:18:49.196 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:49.196 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:49.198 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:49.198 [http-nio-8081-exec-1] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,
2025-12-26 10:18:49.522 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:49.523 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:49.523 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:49.524 [http-nio-8081-exec-2] INFO  c.w.s.controller.user.LostAndFoundController - 获取失物招领列表,
2025-12-26 10:18:51.839 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:51.839 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:51.840 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:51.842 [http-nio-8081-exec-4] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:18:51.878 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:51.878 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:51.879 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:18:59.153 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:59.154 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:18:59.154 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:00.550 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:00.550 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:00.550 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:17.529 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:17.529 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:17.529 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:23.534 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:23.534 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:23.535 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:23.535 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:23.535 [http-nio-8081-exec-1] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:23.536 [http-nio-8081-exec-9] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:23.538 [http-nio-8081-exec-1] INFO  c.w.s.service.Impl.NotificationServiceImpl - 获得用户权限,0
2025-12-26 10:19:23.538 [http-nio-8081-exec-9] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:19:24.625 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:24.625 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:24.625 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:24.625 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:24.625 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:24.625 [http-nio-8081-exec-3] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:24.625 [http-nio-8081-exec-4] INFO  c.w.s.controller.user.NotificationController - 获取通知详情,42
2025-12-26 10:19:24.628 [http-nio-8081-exec-3] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:19:26.708 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:26.708 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:26.708 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:26.708 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:26.708 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:26.708 [http-nio-8081-exec-8] INFO  c.w.s.controller.user.NotificationController - 获取通知详情,38
2025-12-26 10:19:26.708 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:26.710 [http-nio-8081-exec-5] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:19:30.014 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:30.014 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:30.014 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:30.016 [http-nio-8081-exec-7] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:19:38.297 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:38.297 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:38.297 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:38.300 [http-nio-8081-exec-2] INFO  c.w.s.service.Impl.FeedbacksServiceImpl - 图片数组20241028210426.jpg
2025-12-26 10:19:38.470 [http-nio-8081-exec-2] INFO  c.w.s.utils.AliOssUtil - 文件上传到:https://shcoolsystem.oss-cn-beijing.aliyuncs.com/8900047c-ad18-4bb9-ac36-f503f8996b9b.jpg
2025-12-26 10:19:38.470 [http-nio-8081-exec-2] INFO  c.w.s.service.Impl.FeedbacksServiceImpl - 图片字符串https://shcoolsystem.oss-cn-beijing.aliyuncs.com/8900047c-ad18-4bb9-ac36-f503f8996b9b.jpg
2025-12-26 10:19:43.240 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:43.240 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:43.241 [http-nio-8081-exec-6] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:43.243 [http-nio-8081-exec-6] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/20123b68-2b40-4703-bdae-34cdbe24d3ce.webp, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-25T10:34:37, studentNumber=202212060116)
2025-12-26 10:19:43.253 [http-nio-8081-exec-4] INFO  c.w.s.controller.user.UserController - 生成的验证码为:WN85
2025-12-26 10:19:44.223 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:44.223 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:44.224 [http-nio-8081-exec-5] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:47.266 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:47.266 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:47.267 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:19:49.278 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:49.278 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:19:49.278 [http-nio-8081-exec-10] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:20:15.436 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:20:15.436 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:20:15.436 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:20:15.594 [http-nio-8081-exec-7] INFO  c.w.s.utils.AliOssUtil - 文件上传到:https://shcoolsystem.oss-cn-beijing.aliyuncs.com/36f203a4-7209-4d6b-a58d-cf6477e0f2f2.jpg
2025-12-26 10:20:16.474 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - 用户已登录，token:Bearer eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:20:16.474 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJpZCI6MTQsImV4cCI6MTgzODcxNTQ4NH0.lCFjpYmGQ88kl1nmiQNqNhCr4Ll_V7FABFXHHhkY1tw
2025-12-26 10:20:16.474 [http-nio-8081-exec-2] INFO  c.w.s.interceptor.JwtTokenUserInterceptor - jwt校验成功:{id=14, exp=1838715484}
2025-12-26 10:20:16.476 [http-nio-8081-exec-2] INFO  c.w.s.service.Impl.UserServiceImpl - 用户信息：User(userId=14, username=lzjlzj, password=123456, nickname=林同学很帅气, avatarUrl=https://shcoolsystem.oss-cn-beijing.aliyuncs.com/36f203a4-7209-4d6b-a58d-cf6477e0f2f2.jpg, permission=0, registeredTime=2025-12-25T10:28:43, updatedTime=2025-12-26T10:20:15, studentNumber=202212060116)
2025-12-26 10:20:16.479 [http-nio-8081-exec-9] INFO  c.w.s.controller.user.UserController - 生成的验证码为:D4AA
2025-12-26 10:20:22.132 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg2NDMzNjMsInVzZXJJZCI6MX0.sUVO6rn5MKHQk_IUHDRNOxQ8D7lq-UzQUirAGUgoHU8
2025-12-26 10:20:22.133 [http-nio-8081-exec-4] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838643363, userId=1}
2025-12-26 10:20:22.195 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE4Mzg2NDMzNjMsInVzZXJJZCI6MX0.sUVO6rn5MKHQk_IUHDRNOxQ8D7lq-UzQUirAGUgoHU8
2025-12-26 10:20:22.195 [http-nio-8081-exec-8] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验成功:{exp=1838643363, userId=1}
2025-12-26 10:20:30.882 [http-nio-8081-exec-10] INFO  c.w.s.service.Impl.UserServiceImpl - 用户登录信息：User(userId=1, username=admin, password=1234567, nickname=null, avatarUrl=null, permission=123456, registeredTime=2025-12-23T14:29:49, updatedTime=2025-12-25T10:26:57, studentNumber=null)
2025-12-26 10:20:30.882 [http-nio-8081-exec-10] INFO  c.w.s.service.Impl.UserServiceImpl - claims:{userId=1}
2025-12-26 10:20:30.888 [http-nio-8081-exec-7] INFO  c.w.s.interceptor.JwtTokenAdminInterceptor - jwt校验:null
